brand,country,month,gamma_fit
AIMST,Westeros,12.0,"(0.8223740684802991, -1.0274050056281368e-28, 0.07785712414128274)"
AIMST,Zamunda,1.0,"(0.783684832776288, -3.7624072336723677e-32, 0.0462093781843913)"
AIMST,Zamunda,2.0,"(0.4352874127049523, -1.98958044478299e-31, 0.06824437557263376)"
AIMST,Zamunda,3.0,"(0.2944962428303375, -1.6181761303013413e-30, 0.050674654348621256)"
AIMST,Zamunda,4.0,"(0.39267536798038616, -5.177528385140768e-30, 0.10137951977936241)"
AIMST,Zamunda,5.0,"(0.3085960522243817, -3.623613918771623e-30, 0.07245576111795285)"
AIMST,Zamunda,6.0,"(0.5156443709203236, -5.954596727734988e-29, 0.0698779816503774)"
AIMST,Zamunda,7.0,"(0.2960971195135239, -6.228093982626169e-30, 0.07071711296880202)"
AIMST,Zamunda,8.0,"(0.7493902124997078, -1.0843099646416865e-30, 0.046353041236107076)"
AIMST,Zamunda,9.0,"(0.27178544471632626, -1.4154631995088599e-29, 0.08299181063731348)"
AIMST,Zamunda,10.0,"(0.7735111996811013, -4.989008852358025e-31, 0.04371636687283412)"
AIMST,Zamunda,11.0,"(0.466044487736486, -1.682489481797528e-30, 0.06472163988726418)"
AIMST,Zamunda,12.0,"(0.14126124792302544, -4.865130118391017e-29, 0.07647097629350248)"
AITPJ,Aldovia,1.0,"(3.858561775276176, -0.014711706331023271, 0.015592915615564891)"
AITPJ,Aldovia,2.0,"(1109.111105039533, -0.7414787898522008, 0.0007136143956786543)"
AITPJ,Aldovia,3.0,"(8.505625856296502, -0.03047194198710589, 0.009115230270741115)"
AITPJ,Aldovia,4.0,"(3.001328299972986, -0.011131532087371727, 0.020795347837153828)"
AITPJ,Aldovia,5.0,"(2.3733045138364623, -0.007469868716133113, 0.023701353085769143)"
AITPJ,Aldovia,6.0,"(15.424477432202112, -0.06495495928868353, 0.0073736986623022995)"
AITPJ,Aldovia,7.0,"(4.6805837538796204, -0.015560524207587214, 0.012819965283907471)"
AITPJ,Aldovia,8.0,"(2.2197532850203165, -0.003844238225448569, 0.02318411168194473)"
AITPJ,Aldovia,9.0,"(1.5762464130482443, -0.0022035333415974046, 0.03311887339804178)"
AITPJ,Aldovia,10.0,"(2.011374395034755, -0.005006751322808118, 0.025721724674443894)"
AITPJ,Aldovia,11.0,"(4.212395798565357, -0.014109131574434556, 0.014762638350285944)"
AITPJ,Aldovia,12.0,"(2.6121427295636304, -0.010466327666787494, 0.02575830258597431)"
AITPJ,Arendelle,1.0,"(0.47284420992116066, -7.4609854587738395e-31, 0.07519485459972575)"
AITPJ,Arendelle,2.0,"(0.5889369751495317, -2.4490461555235102e-32, 0.07668788957984321)"
AITPJ,Arendelle,3.0,"(0.8098372447703452, -5.535625427730277e-30, 0.051442087048411925)"
AITPJ,Arendelle,4.0,"(0.5450381459419732, -4.6530895444973535e-29, 0.10039255898295696)"
AITPJ,Arendelle,5.0,"(0.6038593725279288, -2.719591290280032e-32, 0.09560155250577737)"
AITPJ,Arendelle,6.0,"(0.39740345503007546, -3.556009067681093e-30, 1.207018966637671)"
AITPJ,Arendelle,7.0,"(0.5495059158022323, -6.334041381207651e-29, 0.07696159698813432)"
AITPJ,Arendelle,8.0,"(0.4053371326241049, -7.712022656230199e-31, 0.08975808087376926)"
AITPJ,Arendelle,9.0,"(0.6058129023590756, -6.187440344893264e-31, 0.07359185355832235)"
AITPJ,Arendelle,10.0,"(0.15316682465547188, -8.795017432239218e-31, 0.1372849440011248)"
AITPJ,Arendelle,11.0,"(0.5985354012361608, -2.573940680142926e-33, 0.07600575538357464)"
AITPJ,Arendelle,12.0,"(0.5996396305045567, -1.1604479366880478e-29, 0.0720656036480489)"
AITPJ,Arrakis,1.0,"(0.3968947448433485, -1.0212166206401368e-29, 0.05759403119776993)"
AITPJ,Arrakis,2.0,"(0.7484998743385101, -2.269039769021339e-31, 0.060895381630207635)"
AITPJ,Arrakis,3.0,"(0.3750173260661669, -6.481689516365599e-29, 0.07548529960989817)"
AITPJ,Arrakis,4.0,"(0.548831599165692, -1.1163040369891869e-28, 0.05045674340061261)"
AITPJ,Arrakis,5.0,"(0.8830651456116551, -8.416818050799535e-29, 0.03389373374559614)"
AITPJ,Arrakis,6.0,"(0.7486409659030286, -1.160202940589603e-29, 0.05093976820875429)"
AITPJ,Arrakis,7.0,"(0.6045586346958012, -5.730512749749514e-31, 0.05603933319111257)"
AITPJ,Arrakis,8.0,"(0.8961287511222675, -1.2028393878093107e-29, 0.03009534275267447)"
AITPJ,Arrakis,9.0,"(0.8290706221165645, -1.8677819790373855e-31, 0.047502647057790046)"
AITPJ,Arrakis,10.0,"(0.6407407868538795, -2.590366589126526e-28, 0.05158979826494852)"
AITPJ,Arrakis,11.0,"(0.39478546976657336, -1.5323425137373697e-27, 0.07989346028127164)"
AITPJ,Arrakis,12.0,"(0.5508391694999708, -4.401688533799478e-30, 0.08132222209876239)"
AITPJ,Asgard,1.0,"(0.2531768902203589, -4.0876594259039856e-30, 1.3660353134145091)"
AITPJ,Asgard,2.0,"(0.7303895827257596, -6.190069297202703e-31, 0.04644814582492318)"
AITPJ,Asgard,3.0,"(0.5270935696341263, -4.240178418075438e-30, 0.07888577809261565)"
AITPJ,Asgard,4.0,"(0.6363099910463378, -5.785220500639623e-31, 0.06179361663571212)"
AITPJ,Asgard,5.0,"(0.3371586219306506, -2.0287498410571768e-29, 0.7852901575515505)"
AITPJ,Asgard,6.0,"(0.8118212363976917, -1.639011234482708e-28, 0.060871878178208216)"
AITPJ,Asgard,7.0,"(0.82437922481101, -7.3270007553818e-33, 0.04577356073782146)"
AITPJ,Asgard,8.0,"(0.7502948299641896, -4.431482282966388e-29, 0.057571322307778415)"
AITPJ,Asgard,9.0,"(0.8514914781654729, -6.076103939342511e-30, 0.044449142793206116)"
AITPJ,Asgard,10.0,"(0.8022298812381699, -1.3321109604333942e-24, 0.04790558737644075)"
AITPJ,Asgard,11.0,"(0.847069757867289, -1.0421542017742937e-30, 0.049258860273390784)"
AITPJ,Asgard,12.0,"(0.8734629751995417, -1.1105116061328339e-29, 0.04131436355235123)"
AITPJ,Atlantis,1.0,"(2.3345285499566053, -0.004221056180384337, 0.022205632099852213)"
AITPJ,Atlantis,2.0,"(3.763406784176894, 0.003915250507869999, 0.012245500938688958)"
AITPJ,Atlantis,3.0,"(6.996019212475108, -0.014269675100369191, 0.008636839490486731)"
AITPJ,Atlantis,4.0,"(6.697373478955971, -0.007253765598374481, 0.008941607803482559)"
AITPJ,Atlantis,5.0,"(5.112485184845932, -0.002059591615110084, 0.011071963902736029)"
AITPJ,Atlantis,6.0,"(9.610262906696379, -0.03102164959353041, 0.00849660255754621)"
AITPJ,Atlantis,7.0,"(9.136538048455977, -0.019200687201564964, 0.006965999014312555)"
AITPJ,Atlantis,8.0,"(3.062145444276518, -0.0036107034839742147, 0.015889430654691502)"
AITPJ,Atlantis,9.0,"(5.331305340127647, -0.002597457115274664, 0.009419167243081727)"
AITPJ,Atlantis,10.0,"(4.1221145513286634, 0.0017663695050176274, 0.010598483179410598)"
AITPJ,Atlantis,11.0,"(11.788364092062295, -0.02693888521927816, 0.006324704276186255)"
AITPJ,Atlantis,12.0,"(1.7841843549211869, 0.018229676224562216, 0.023144847413741274)"
AITPJ,Beleria,1.0,"(0.7593323654790587, -4.195032615313723e-31, 0.1847836277975936)"
AITPJ,Beleria,3.0,"(0.6396938566637731, -2.697955502373376e-32, 0.1944411075848712)"
AITPJ,Beleria,5.0,"(0.65119314974494, -2.0035753073030495e-30, 0.21552185924814954)"
AITPJ,Beleria,6.0,"(0.09868163536187474, -4.339743632259618e-28, 0.08225470963097156)"
AITPJ,Beleria,8.0,"(0.7007577532577202, -7.376773512286397e-31, 0.21215054663399613)"
AITPJ,Beleria,9.0,"(0.8062910867143451, -5.0506291848652e-31, 0.15174397515584803)"
AITPJ,Beleria,10.0,"(0.09422210575523601, -2.1539316300541086e-29, 0.24693829364951847)"
AITPJ,Beleria,11.0,"(0.07858448894863221, -7.89509402514053e-30, 0.1740891529721777)"
AITPJ,Beleria,12.0,"(0.38541901182946414, -4.655281557891131e-29, 0.04397282014968845)"
AITPJ,Braavos,1.0,"(1.4223217230271095, 0.016720162457625524, 0.02880631289556581)"
AITPJ,Braavos,2.0,"(0.31055843356274676, 0.0244686491108606, 0.5335658591924752)"
AITPJ,Braavos,3.0,"(2.9545726322526806, 0.008671192327407262, 0.013710588449420278)"
AITPJ,Braavos,4.0,"(2.493147448906155, 0.019252032269711193, 0.01338849062247004)"
AITPJ,Braavos,5.0,"(2.467322438589896, 0.01776453018236116, 0.01629564840935464)"
AITPJ,Braavos,6.0,"(3.81762874754977, 0.004609723371646899, 0.011727988052676316)"
AITPJ,Braavos,7.0,"(116.49131945385233, -0.18242016004837913, 0.001989547027403082)"
AITPJ,Braavos,8.0,"(3.4228492653075175, -0.015685805190698524, 0.021373098572590413)"
AITPJ,Braavos,9.0,"(19.195981789595272, -0.051516114193932386, 0.005484458081341853)"
AITPJ,Braavos,10.0,"(9.983019990505394, -0.01720607784946654, 0.006586158723619727)"
AITPJ,Braavos,11.0,"(0.3993566585123116, -4.1484538770424785e-29, 0.7876873215670279)"
AITPJ,Braavos,12.0,"(9.4191459079371, -0.018485731443305224, 0.007609742414121843)"
AITPJ,Coruscant,1.0,"(0.5022306031291963, -9.933912606382008e-29, 0.07253635516606098)"
AITPJ,Coruscant,2.0,"(3.00344588362542, -0.01569196405703313, 0.02187220765226978)"
AITPJ,Coruscant,3.0,"(0.488749810829031, -3.2538316931268475e-31, 0.043166397518834526)"
AITPJ,Coruscant,4.0,"(0.4814469006299139, -3.053247891607401e-32, 0.07557614448108313)"
AITPJ,Coruscant,5.0,"(0.36681684703741213, -4.3069724512046604e-30, 1.3349393086965526)"
AITPJ,Coruscant,6.0,"(0.8634100934561606, -2.1953254916990962e-30, 0.03614379832476447)"
AITPJ,Coruscant,7.0,"(0.7420459107949542, -1.0106333612661832e-29, 0.046698334744365355)"
AITPJ,Coruscant,8.0,"(0.5036063652883385, -1.5592236090828868e-23, 0.04419160302492264)"
AITPJ,Coruscant,9.0,"(0.7220603650538431, -1.047688356049409e-29, 0.037029423948398275)"
AITPJ,Coruscant,10.0,"(0.42026457117545224, -7.92410730532661e-23, 0.0770434032669124)"
AITPJ,Coruscant,11.0,"(0.40969574113394014, -1.734920812290273e-27, 0.06955120948466445)"
AITPJ,Coruscant,12.0,"(0.5604381017833124, -9.297674373867943e-30, 0.06069889543973937)"
AITPJ,Dorne,1.0,"(0.8333060011619262, -1.3060291050730358e-31, 0.15686001916067355)"
AITPJ,Dorne,2.0,"(0.6288140550702443, -1.2007625784263257e-31, 0.17753747923662452)"
AITPJ,Dorne,3.0,"(0.28560761837187565, -1.5650730608793182e-28, 0.04526670924741413)"
AITPJ,Dorne,4.0,"(0.411401781598686, -5.767075484942518e-28, 0.03664559540357186)"
AITPJ,Dorne,5.0,"(0.35950605006213965, -8.630039562531963e-29, 0.07772289888484053)"
AITPJ,Dorne,6.0,"(0.1687922547878417, -8.219806772788326e-31, 0.032673087989843225)"
AITPJ,Dorne,7.0,"(0.7590650395419403, -2.042741805483828e-31, 0.15401136389232983)"
AITPJ,Dorne,8.0,"(0.20521299401258208, -8.960966916283986e-31, 0.040513577428077555)"
AITPJ,Dorne,9.0,"(0.2178109817864407, -7.156634199296515e-29, 0.0788307650818992)"
AITPJ,Dorne,10.0,"(0.7865713893058335, -1.716959583554067e-30, 0.1233585262230924)"
AITPJ,Dorne,11.0,"(0.7217841408578467, -7.0716999579761125e-31, 0.09748679633835826)"
AITPJ,Dorne,12.0,"(0.15419665907027547, -2.657064381791916e-31, 0.1291129462188384)"
AITPJ,Eriador,1.0,"(0.3660898882737845, -6.319277996776332e-31, 0.08742176393238196)"
AITPJ,Eriador,2.0,"(0.4743468924044836, -6.525783203380748e-31, 0.08153695830145219)"
AITPJ,Eriador,3.0,"(0.6261311702860165, -4.8922436113168696e-32, 0.1691849638180245)"
AITPJ,Eriador,4.0,"(0.20782993809355188, -7.804485953029827e-29, 0.06631871972808692)"
AITPJ,Eriador,5.0,"(0.5580678419003671, -1.866808784602043e-29, 0.0481372210745427)"
AITPJ,Eriador,6.0,"(0.3775997330541965, -2.976361868133052e-29, 0.07721360764451352)"
AITPJ,Eriador,7.0,"(0.5913627510956447, -6.547665360375311e-30, 0.05904806828678427)"
AITPJ,Eriador,8.0,"(0.5308505939235106, -8.901906922615136e-30, 0.041563240550806284)"
AITPJ,Eriador,9.0,"(0.41808389735642487, -1.844265616997136e-30, 0.08534975599013836)"
AITPJ,Eriador,10.0,"(0.20245588001025117, -1.9164188059935326e-31, 0.13918996941897308)"
AITPJ,Eriador,12.0,"(0.2723084377665791, -1.335328593345856e-30, 0.31998389721505904)"
AITPJ,Essos,1.0,"(0.4130235986847053, -3.8264796731348036e-30, 0.06918630978646674)"
AITPJ,Essos,2.0,"(0.7823716121307943, -5.547820888702324e-30, 0.04833349159135598)"
AITPJ,Essos,3.0,"(0.15230239818987334, -4.21554362854306e-30, 0.05549248231294829)"
AITPJ,Essos,4.0,"(0.3078009663308077, -4.125050374499918e-30, 0.10079410259179072)"
AITPJ,Essos,5.0,"(0.7239356088473152, -1.668564757050486e-28, 0.03546186417670906)"
AITPJ,Essos,6.0,"(0.41204175260863646, -2.9412629728802777e-28, 0.05901836770420833)"
AITPJ,Essos,7.0,"(0.25879470551379036, -8.303905991658822e-33, 0.11776106402366812)"
AITPJ,Essos,8.0,"(0.34023300139543355, -1.433951304939136e-28, 0.057560766748498166)"
AITPJ,Essos,9.0,"(0.5615508129559148, -7.404160201152843e-29, 0.056203741002344765)"
AITPJ,Essos,10.0,"(0.42787779580937346, -7.479509132532717e-24, 0.06079442892580414)"
AITPJ,Essos,11.0,"(0.33359792183256043, -2.2416191812334228e-29, 0.04008889647878608)"
AITPJ,Essos,12.0,"(0.5160954091033074, -8.819472952941686e-30, 0.05918300909234327)"
AITPJ,Fangorn,1.0,"(0.7491191220899753, -6.517857684547003e-31, 0.08199251788807013)"
AITPJ,Fangorn,2.0,"(0.185258031214236, -5.9503398274825046e-30, 0.08625000520301906)"
AITPJ,Fangorn,3.0,"(0.33939952416257635, -1.0707334970336055e-28, 0.0826574996906479)"
AITPJ,Fangorn,4.0,"(0.4313140712955654, -2.3961650402107524e-31, 0.10104364259430983)"
AITPJ,Fangorn,5.0,"(0.7514787714717005, -6.086593791255281e-31, 0.14760726071918137)"
AITPJ,Fangorn,6.0,"(0.44353180583774876, -1.7601645395673547e-29, 0.0680477292549098)"
AITPJ,Fangorn,7.0,"(0.38697162051285783, -5.024837907180155e-30, 0.0856922801221491)"
AITPJ,Fangorn,8.0,"(0.34685114226704905, -2.0694564316794585e-29, 0.05229954626109019)"
AITPJ,Fangorn,9.0,"(0.4197870985154364, -3.082098946792225e-30, 0.08528028214903821)"
AITPJ,Fangorn,10.0,"(0.28350853940792387, -5.784099368892669e-29, 0.07066596326893224)"
AITPJ,Fangorn,11.0,"(0.13385372856817815, -2.8432995017458824e-29, 0.055694742500457486)"
AITPJ,Fangorn,12.0,"(0.71523590900656, -7.835621749758994e-30, 0.03433426924822945)"
AITPJ,Ferelden,1.0,"(0.41605736133611315, -4.0176770617022915e-29, 0.05855932007275853)"
AITPJ,Ferelden,2.0,"(0.21970173977663665, -4.8310478969523014e-30, 0.15452879765486066)"
AITPJ,Ferelden,3.0,"(0.3121782980039395, -8.075706886798362e-30, 0.04637156211920966)"
AITPJ,Ferelden,4.0,"(0.32640798311251473, -3.554679921287346e-30, 0.31151913275597565)"
AITPJ,Ferelden,5.0,"(0.5304448577198289, -5.22226621136129e-30, 0.05475314078563335)"
AITPJ,Ferelden,6.0,"(0.20163209875533916, -3.546895196062763e-30, 0.07669425521041708)"
AITPJ,Ferelden,7.0,"(0.6413472213322193, -1.0889550050042312e-30, 0.1869034062721219)"
AITPJ,Ferelden,8.0,"(0.4167055699507327, -1.8226794751873226e-30, 0.06849896097264835)"
AITPJ,Ferelden,9.0,"(0.14560196192324448, -3.2223752101300805e-30, 0.050915634230160975)"
AITPJ,Ferelden,10.0,"(0.1569731914617428, -8.277724662992656e-30, 0.06632600240713254)"
AITPJ,Ferelden,11.0,"(0.3323503977140945, -3.084819433706088e-31, 0.09520696609783158)"
AITPJ,Ferelden,12.0,"(0.3642298734977917, -4.698561197495237e-29, 0.08451157612093718)"
AITPJ,Gallifrey,1.0,"(0.9760003468369862, -1.3343314919665884e-29, 0.03624009948667056)"
AITPJ,Gallifrey,2.0,"(0.5774624851151714, -3.0495635786028064e-29, 0.055669968160659764)"
AITPJ,Gallifrey,3.0,"(596.746469003413, -0.8181969867846681, 0.001454805175985877)"
AITPJ,Gallifrey,4.0,"(0.9158326243865199, -1.7010013273371785e-28, 0.051528441446376305)"
AITPJ,Gallifrey,5.0,"(0.5422550184091868, -3.40189864530124e-25, 0.07343349111458751)"
AITPJ,Gallifrey,6.0,"(0.6603911317040028, -7.916028937280698e-30, 0.05184378744605239)"
AITPJ,Gallifrey,7.0,"(0.634405383014935, -1.1249070783902142e-28, 0.04950398211600103)"
AITPJ,Gallifrey,8.0,"(0.6073543849824413, -1.602310892116215e-29, 0.046441049507597476)"
AITPJ,Gallifrey,9.0,"(0.54124926920968, -1.218489994275055e-28, 0.8666772263574981)"
AITPJ,Gallifrey,10.0,"(0.5141671245167011, -3.071138004087893e-29, 0.05389822249954675)"
AITPJ,Gallifrey,11.0,"(0.3167917687032607, -4.168174513501921e-28, 0.05603664212343941)"
AITPJ,Gondor,1.0,"(0.6417408048243226, -9.567315764063077e-30, 0.06570497736451467)"
AITPJ,Gondor,2.0,"(0.7179261713282006, -1.1614986618207978e-25, 0.06938706018312905)"
AITPJ,Gondor,3.0,"(0.8800205623049113, -9.840501203905124e-30, 0.04742459418369692)"
AITPJ,Gondor,4.0,"(0.737171702035233, -7.821146355839488e-30, 0.07473529454189712)"
AITPJ,Gondor,5.0,"(0.8077976769133761, -8.024405674739246e-32, 0.050972262467092855)"
AITPJ,Gondor,6.0,"(1.1578232272878846, -0.00030083783028964084, 0.04138940911011916)"
AITPJ,Gondor,7.0,"(0.6240218744003625, -2.0380253840065035e-31, 0.05880839919510841)"
AITPJ,Gondor,8.0,"(0.9125093813929746, -6.427960832208764e-31, 0.03634496029411586)"
AITPJ,Gondor,9.0,"(0.8514459545304138, -3.5140825375197024e-32, 0.05197251073721443)"
AITPJ,Gondor,10.0,"(0.5576110903116149, -8.615211011914817e-32, 0.06552230448043853)"
AITPJ,Gondor,11.0,"(0.4884448437953264, -1.061330311380101e-29, 0.06328697673558537)"
AITPJ,Gondor,12.0,"(0.7182152109932525, -7.145522398531432e-21, 0.0746929733744102)"
AITPJ,Hogwarts,1.0,"(0.6244462144011955, 0.0047521705073244516, 0.06836373825370826)"
AITPJ,Hogwarts,2.0,"(1.6249290161515733, -0.0007761013998924893, 0.03124758632586344)"
AITPJ,Hogwarts,3.0,"(0.3068119846509866, 0.002024510994569373, 0.15162327134744968)"
AITPJ,Hogwarts,4.0,"(0.29972806509795713, 0.008640953959554271, 0.9869817874616638)"
AITPJ,Hogwarts,5.0,"(0.8786188735338237, 0.004173622912752308, 0.0583459505707022)"
AITPJ,Hogwarts,6.0,"(2.205739100305209, 0.014528365152414227, 0.015262208438246477)"
AITPJ,Hogwarts,7.0,"(0.7112387995159253, 0.009844350627692578, 0.048987708096764455)"
AITPJ,Hogwarts,8.0,"(0.3066761932683286, 0.009781913106020316, 0.8705641264660973)"
AITPJ,Hogwarts,9.0,"(0.3316427678121757, 0.00011231895736097238, 0.6938221338489834)"
AITPJ,Hogwarts,10.0,"(1.8935597859114914, 0.01242765920348469, 0.017225513289793024)"
AITPJ,Hogwarts,11.0,"(0.28924503414215996, -4.1304984051253345e-29, 1.3387289724406592)"
AITPJ,Hogwarts,12.0,"(0.3911705292184745, 9.328198542550773e-05, 1.6925355945775582)"
AITPJ,Latveria,1.0,"(3.111213718626397, -0.015820153482622903, 0.020034544286253394)"
AITPJ,Latveria,2.0,"(6.4845275563536315, -0.013760801074138313, 0.009832755354102747)"
AITPJ,Latveria,3.0,"(15.979745051817357, -0.028535667840448812, 0.004801605365065281)"
AITPJ,Latveria,4.0,"(0.8803629287260881, -7.738046026552126e-27, 0.05855500201137785)"
AITPJ,Latveria,5.0,"(0.541647892597811, -4.811771974917397e-28, 0.09346350522377123)"
AITPJ,Latveria,6.0,"(3.735498501042371, -0.0049341897814618296, 0.014540715237931323)"
AITPJ,Latveria,7.0,"(23.437575806841284, -0.04450845556850319, 0.003795311364335866)"
AITPJ,Latveria,8.0,"(0.6136296466528954, -5.0397876025399e-28, 0.03785313853227968)"
AITPJ,Latveria,9.0,"(4.327061329946842, 0.003713275393758992, 0.010043005215386003)"
AITPJ,Latveria,10.0,"(49.006448325372006, -0.07304479301324679, 0.002426544981590649)"
AITPJ,Latveria,11.0,"(184.37568778571313, -0.2416902902020155, 0.0015616495293216664)"
AITPJ,Latveria,12.0,"(0.6053184095843794, -3.7971660386406714e-30, 0.07717171050978408)"
AITPJ,Narnia,1.0,"(5.1340707280837705, -0.011191840885868293, 0.011239309025491582)"
AITPJ,Narnia,2.0,"(6.788245028182218, -0.020956683270242287, 0.010452882275081345)"
AITPJ,Narnia,3.0,"(5.964101828474709, -0.01800871300034483, 0.010818109056211426)"
AITPJ,Narnia,4.0,"(9.376625790998634, -0.02651158222738343, 0.008227314606844408)"
AITPJ,Narnia,5.0,"(7.045955507791277, -0.022954987596665373, 0.010443991979525733)"
AITPJ,Narnia,6.0,"(5.510505042469918, -0.005745605650271971, 0.009684166936203633)"
AITPJ,Narnia,7.0,"(0.29867154677928565, 0.002287088687131666, 1.0782341009170797)"
AITPJ,Narnia,8.0,"(7.660151139692827, -0.022155711510279577, 0.008992600302714284)"
AITPJ,Narnia,9.0,"(3.563802226143154, -0.0005538797150035201, 0.013391233879567328)"
AITPJ,Narnia,10.0,"(7.415899284948183, -0.006852468154756937, 0.006984492276377415)"
AITPJ,Narnia,11.0,"(6.380890788739044, -0.01459805010332553, 0.009611055999315506)"
AITPJ,Narnia,12.0,"(0.6379638005589952, -1.1259049513214966e-28, 0.07340496203651264)"
AITPJ,Panem,1.0,"(0.32747952631628574, 0.0036240333396669647, 1.0856899915791791)"
AITPJ,Panem,2.0,"(3.2688052514631787, -0.002900252214106889, 0.016183365084135762)"
AITPJ,Panem,3.0,"(5.553365148634632, -0.016142276439005523, 0.01121771058457274)"
AITPJ,Panem,4.0,"(2.3018405720658572, -0.003490013661408633, 0.023238024309879507)"
AITPJ,Panem,5.0,"(2.443529549181714, -0.0016387041917747605, 0.02165765188037454)"
AITPJ,Panem,6.0,"(7.281150920561095, -0.025683301216793145, 0.010394412370909208)"
AITPJ,Panem,7.0,"(2.9158909304803053, -0.006888185224185517, 0.017810445631370523)"
AITPJ,Panem,8.0,"(1.8313476576011227, -0.0022114817195182674, 0.02580430637046558)"
AITPJ,Panem,9.0,"(5.60384815526403, -0.014340339558776248, 0.010976409384711668)"
AITPJ,Panem,10.0,"(3.8479296266397167, -0.008930808649079712, 0.014464855940104902)"
AITPJ,Panem,11.0,"(7.84426632102171, -0.029534932916906204, 0.009894091412505811)"
AITPJ,Panem,12.0,"(0.6656917250401395, -2.4216394652216785e-11, 0.06259694635900034)"
AITPJ,Prydain,1.0,"(0.07290086681507182, -1.330312025894432e-29, 0.02748509725823768)"
AITPJ,Prydain,2.0,"(0.4469550762025851, -6.566243344602686e-30, 0.09283586349595772)"
AITPJ,Prydain,3.0,"(0.11764453172747391, -1.035637098073303e-28, 0.06066831144554162)"
AITPJ,Prydain,4.0,"(0.6761717067472278, -3.212121524100675e-31, 0.13188796972608793)"
AITPJ,Prydain,5.0,"(0.23022733551504826, -8.389371667269359e-30, 0.12198728165267486)"
